target_symbol,uniprot_accession_number,clonality,clone_id,method,tissue_preservation,avr_pdf_filename,antibody_hubmap_id,host,rrid,catalog_number,lot_number,vendor_name,recombinant,organ,author_orcids,hgnc_id,isotype,concentration_value,dilution_factor,conjugate,cycle_number,fluorescent_reporter,manuscript_doi,protocol_doi,vendor_affiliation,organ_uberon_id,antigen_retrieval,omap_id,created_by_user_email,previous_version_id,next_version_id
KRT5,P13647,monoclonal,3E2F1,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffffc2c95f6bb891a31da811d156cdf0/KRT5-CellDIVE_OMAP-22.pdf,HBM353.TTTT.846,Mouse,AB_2134173,sc-81702,F2619,Santa Cruz,Yes,skin,"0009-0001-1078-1272, 0000-0001-7524-8260",HGNC:6442,IgG1,7.5,,Cy3,11,,10.1038/s42003-023-04991-z,10.17504/protocols.io.bqjimuke,,UBERON:0002097,"6, 9",OMAP-22,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,EPR6855,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff01dfd1446f6cfd9a37733fb00ecb/CD4_OMAP-28.pdf,HBM565.FZFH.524,Rabbit,AB_3094499,4550112,1000000064,Akoya Biosciences,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:1678,IgG,,200,Oligonucleotide,1,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
PIEZO2,Q9H5I5,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff0a0cb47ffd18b40971fefba1f635/PIEZO2_OMAP-28.pdf,HBM682.ZDBN.567,Rabbit,AB_11005294,NBP1-78624,D154472,Novus Biologicals,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:26270,IgG,,200,Oligonucleotide,4,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
LYVE1,Q9Y5Y7,monoclonal,EPR21857,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff80d9cfe3350be05f35c01f3ef95f/LYVE1_OMAP-28.pdf,HBM535.GCHP.864,Rabbit,AB_2889891,ab232935,1028550-2,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:14687,IgG,,200,Oligonucleotide,5,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
PTPRC,P08575,monoclonal,D9M8I,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff82f4eaec97d6cf8bccb9bf3f8570/PTPRC_OMAP-28.pdf,HBM525.DKTC.659,Rabbit,AB_3662765,4250099,1000000080,Akoya Biosciences,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:9666,IgG,,50,Oligonucleotide,5,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
ACTA2,P62736,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff1678079af806dc5a4cc37617ba8e/ACTA2_OMAP-28.pdf,HBM238.XNHG.627,Rabbit,AB_2223021,ab5694,1038192-7,Abcam,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:130,IgG,,200,Oligonucleotide,7,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
CD3E,P07766,monoclonal,EP449E,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffe86c106cf689efaae41156198629/CD3E_OMAP-28.pdf,HBM477.KJHP.474,Rabbit,AB_3094503,4550125,B403521,Akoya Biosciences,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:1674,IgG,,50,Oligonucleotide,7,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
MYH11,P35749,monoclonal,EPR5336(B),CODEX,FFPE,https://assets.hubmapconsortium.org/ffff2b7ae27eb1d8e8c4615fd5455c3b/MYH11_OMAP-28.pdf,HBM872.FJFX.625,Rabbit,AB_2915966,ab240069,1014866-1,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:7569,IgG,,200,Oligonucleotide,11,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
MKI67,P46013,monoclonal,B56,CODEX,FFPE,https://assets.hubmapconsortium.org/fffffc4748a5a27c7fc56ec2bcd83f5f/MKI67_OMAP-28.pdf,HBM249.BBQG.384,Mouse,AB_2895046,4250019,1000000174,Akoya Biosciences,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:7107,IgG1 kappa,,50,Oligonucleotide,13,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
FAP,Q12884,monoclonal,EPR20021,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff81e77eddb8ab8cff72286e1a40e8/FAP_OMAP-28.pdf,HBM578.NKPF.433,Rabbit,AB_3676372,ab271976,GR3213824-8,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:3590,IgG,,200,Oligonucleotide,19,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
CD3E,P07766,monoclonal,SP162,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff9b94b30927212f57e0cca515b765/CD3E-CODEX_OMAP-26.pdf,HBM435.DBPR.878,Rabbit,AB_3676137,ab245731,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:1674,IgG,,200,Oligonucleotide,9,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
FN1,P02751,monoclonal,EPR23110-46,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffd48a336af35f73aa9cee67e2eb91/FN1-CODEX_OMAP-26.pdf,HBM754.SRRW.835,Rabbit,AB_2927764,ab268022,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:3778,IgG,,200,Oligonucleotide,10,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
CDH1,P12830,polyclonal,,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff5d75620ce30f41c0b4010e2fcce0/CDH1-CODEX_OMAP-26.pdf,HBM372.FWHR.444,Goat,AB_355568,AF748,,R&D Systems,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:1748,IgG,,200,Oligonucleotide,14,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
LYVE1,Q9Y5Y7,polyclonal,,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff19443823ef031dfb2a122f99d86c/LYVE1-CODEX_OMAP-27.pdf,HBM564.FQML.398,Goat,AB_355144,AF2089,,R&D Systems,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:14687,IgG,,200,Oligonucleotide,6,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,KP1,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffb95255bb3d5b7c76844dbafbaaef/CD68-CODEX_OMAP-27.pdf,HBM894.JGWP.828,Mouse,AB_2924694,ab233172,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:1693,IgG1,,200,Oligonucleotide,3,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
PROX1,Q92786,monoclonal,EPR19273,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff43417ec16abbe847d83dc933f01c/PROX1_OMAP-25.pdf,HBM673.SFJJ.742,Rabbit,AB_2894898,ab236026,1056251-2,Abcam,Yes,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:9459,IgG,,200,oligonucleotide,10,Atto 550,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
KRT14,P02533,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff2742bf4f6274debfc32ec08a0917/KRT14_OMAP-25.pdf,HBM828.WRNJ.238,Rabbit,AB_3095339,4450031,230818011,Akoya Biosciences,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:6416,IgG,,200,oligonucleotide,9,Atto 550,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
UCMA,P07492,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff993498fa5b445c10d1f763e9607b/GRP_OMAP-25.pdf,HBM876.DFVJ.592,Rabbit,AB_3096183,LS-C755064,235668,LSBio,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:4605,IgG,,500,oligonucleotide,10,CY5/AF647,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
CD55,P08174,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff9192aad5e2adf9bffe53064e576e/CD55_OMAP-25.pdf,HBM748.PVXL.674,Goat,AB_355106,AF2009,KGJ0116111,R&D Systems,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:2665,IgG,,300,oligonucleotide,9,CY5/AF647,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
CAV1,Q03135,monoclonal,D46G3,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff6faa478fde0143b3785cce35bd7e/CAV1_OMAP-25.pdf,HBM725.BLQX.659,Rabbit,AB_3508120,4550084,240123032,Akoya Biosciences,Yes,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:1527,IgG,,200,oligonucleotide,10,AF750,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
KRT8,P05787,monoclonal,100000000,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff6527d062b75bfa4eaaaefcb5ef09/KRT8_OMAP-25.pdf,HBM269.HJSG.274,Mouse,AB_2616821,904804,B352397,BioLegend,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:6446,IgG2a,,400,oligonucleotide,12,AF750,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
CHAT,P28329,polyclonal,,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffff08d78dfe0423161cbfa8a2d691ec/ChAT-CyCIF_OMAP-24.pdf,HBM965.ZVJD.986,Goat,AB_90661,AB144P-200UL,4101856,MilliporeSigma,No,pancreas,0009-0008-9946-8581,HGNC:1912,IgG,,100,Unconjugated,1,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
CALCA,P01258,monoclonal,4901,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffffcb8b516be0637c28bf324d01043d/CALCA-CyCIF_OMAP-24.pdf,HBM358.PDGH.556,Mouse,AB_1658411,ab81887,1038852-13,Abcam,No,pancreas,0009-0008-9946-8581,HGNC:1437,IgG2 alpha,,2000,Unconjugated,2,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
TAC1,P20366,monoclonal,NC1,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffff2da94ce9e6c6ecf406eecb941438/TAC1-CyCIF_OMAP-24.pdf,HBM847.KMML.855,Rat,AB_94639,MAB356,3811726,MilliporeSigma,No,pancreas,0009-0008-9946-8581,HGNC:11517,IgG2 alpha,,100,Unconjugated,2,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
SST,P61278,polyclonal,,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffff8e6693e13deabe08f1831d9635de/SST-CyCIF_OMAP-24.pdf,HBM747.SWHF.848,Rabbit,AB_518614,T-4103,A17044,BMA Biomedicals,No,pancreas,0009-0008-9946-8581,HGNC:11329,IgG,,3000,Unconjugated,3,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
NCAM1,P13591,monoclonal,REAL1142,MICS,FFPE,https://assets.hubmapconsortium.org/ffff1f62883a865d9244866bc43e3885/NCAM1_AVR_OMAP_23.pdf,HBM763.PFVN.977,Human,AB_2905078,130-128-467,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:7656,IgG1,,25,FITC,5,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
PARP1,P09874,monoclonal,REA1316,MICS,FFPE,https://assets.hubmapconsortium.org/ffffa74429384b380a00a700f7d88acf/PARP1_AVR_OMAP_23.pdf,HBM564.BJGX.925,Human,AB_2928600,130-128-159,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:270,IgG1,,50,PE,5,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
MS4A1,P11836,monoclonal,REA1087,MICS,FFPE,https://assets.hubmapconsortium.org/fffff84681817c36aef9b848f413ccbb/MS4A1_AVR_OMAP_23.pdf,HBM444.DJVG.857,Human,AB_2857425,130-118-292,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:7315,IgG1,,50,FITC,6,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
TPSAB1,Q15661,monoclonal,REAL798,MICS,FFPE,https://assets.hubmapconsortium.org/ffff99fdcdb8de489d349cbe02e8daf0/TPSAB1_AVR_OMAP_23.pdf,HBM759.LKBX.335,Human,AB_2857771,130-125-278,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:12019,IgG1,,100,APC,13,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
ESR1,P03372,monoclonal,REAL1292,MICS,FFPE,https://assets.hubmapconsortium.org/ffffd8f7e00e8beac22ba687372ead7b/ESR1_AVR_OMAP_23.pdf,HBM746.LGVJ.258,Human,AB_2922260,130-130-135,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:3467,IgG1,,50,PE,14,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
PECAM1,P16284,monoclonal,JC/70A,IMC,FFPE,https://assets.hubmapconsortium.org/ffff0adcc976fba2fa79e76330a19e32/PECAM1-IMC-OMAP-8.pdf,HBM785.JKKN.783,Mouse,AB_10002476,NB600-562,,Novus Biologicals,No,placenta,0000-0002-8854-4517,HGNC:8823,IgG1 kappa,,100,146Nd,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
IDO1,P14902,monoclonal,V1NC3IDO,IMC,FFPE,https://assets.hubmapconsortium.org/fffff58d1f5c05908c7510eb6040d645/IDO1-IMC-OMAP-8.pdf,HBM564.NJHC.292,Mouse,AB_2572980,14-9750-82,,Thermo Fisher Scientific,No,placenta,0000-0002-8854-4517,HGNC:6059,IgG2b kappa,,200,Unconjugated,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,EPR6855,IMC,FFPE,https://assets.hubmapconsortium.org/ffff45c8e303e2a71247078b3341ec44/CD4-IMC-OMAP-8.pdf,HBM527.SJVG.985,Rabbit,AB_2750883,ab133616,,Abcam,Yes,placenta,0000-0002-8854-4517,HGNC:1678,IgG,,100,156Gd,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
CD74,P04233,monoclonal,LN3,IMC,FFPE,https://assets.hubmapconsortium.org/ffffbd3245be175c88c8d6f314a500c3/CD74-IMC-OMAP-8.pdf,HBM699.QHLX.445,Mouse,AB_893582,327002,,BioLegend,No,placenta,0000-0002-8854-4517,HGNC:1697,IgG2b kappa,,800,159Tb,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
PTPRC,P08575,monoclonal,CD45-2B11,IMC,FFPE,https://assets.hubmapconsortium.org/ffff13cac0fe5bf2fab37ed7c4b49a2d/PTPRC_CD45-IMC-OMAP-8.pdf,HBM876.VZZP.377,Mouse,AB_11063696,14-9457-82,,Thermo Fisher Scientific,No,placenta,0000-0002-8854-4517,HGNC:9666,IgG1 kappa,,200,163Dy,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
FUT4,P22083,monoclonal,HI98,IMC,FFPE,https://assets.hubmapconsortium.org/ffffad0bdc92fe85e34c3d52439eb528/FUT4_CD15-IMC-OMAP-8.pdf,HBM886.SLPD.767,Mouse,AB_314194,301902,,BioLegend,No,placenta,0000-0002-8854-4517,HGNC:4015,IgM kappa,,200,164Dy,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
TPSAB1,Q15661,monoclonal,EPR9522,IMC,FFPE,https://assets.hubmapconsortium.org/ffff3a4ac8b80017b875660edb839ccf/TPSAB1-IMC-OMAP-8.pdf,HBM688.NJMT.397,Rabbit,AB_2909419,ab271916,,Abcam,Yes,placenta,0000-0002-8854-4517,HGNC:12019,IgG,,2000,166Er,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
CD3E,P07766,monoclonal,3F3A1,IMC,FFPE,https://assets.hubmapconsortium.org/fffffb6b3bba614cea23a112a9700a74/CD3E-IMC-OMAP-8.pdf,HBM882.WTWZ.798,Mouse,AB_10859262,60181-1-Ig,,Proteintech,No,placenta,0000-0002-8854-4517,HGNC:1674,IgG2b,,100,170Er,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
COL1A1,P02452,polyclonal,,IMC,FFPE,https://assets.hubmapconsortium.org/fffff05acdc041e48fd61454fe2938b3/COL1A1-IMC-OMAP-8.pdf,HBM746.NPHC.339,Goat,AB_92249,AB758,,MilliporeSigma,No,placenta,0000-0002-8854-4517,HGNC:2197,IgG,,800,169Tm,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
ATP1A1,P05023,monoclonal,EP1845Y,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff2865f794095e2ce53089f02cb4c4/ATP1A1_SIMS_OMAP5.pdf,HBM447.BRFB.992,Rabbit,AB_2890241,ab167390,GR3337049,Abcam,Yes,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:799,IgG,,200,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
PM20D1,P31327,monoclonal,HepPar1,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffffff8e27262138f3616917f407c43d/CPS1_SIMS_OMAP5.pdf,HBM422.WDCZ.439,Mouse,AB_2909615,NBP3-08970,MSM4-966PABXX210304,Novus Biologicals,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:2323,IgG1,,800,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
GLUL,P15104,monoclonal,EPR13022(B),SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff5f7b26c9e4cbf63bec6ee039e6fa/GLUL_SIMS_OMAP5.pdf,HBM379.GKFV.243,Rabbit,AB_2909636,ab240193,GR3288072,Abcam,Yes,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:4341,IgG,,300,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
VWF,P04275,monoclonal,EPR12010,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffffb0502f3d9f1b590f27740bfec222/VWF_CellDIVE_OMAP7.pdf,HBM385.XHKD.869,Rabbit,AB_2890242,ab179451,GR146138-3,Abcam,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:12726,IgG,2,,Cy3,13,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
CD55,P08174,polyclonal,,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff81d082b2a081adc25b014abd8dea/CD55_CellDIVE_OMAP7.pdf,HBM832.WCLJ.894,Rabbit,AB_2880559,26580-1-AP,45588,Proteintech,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:2665,IgG,10,,Cy3,11,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
VIM,P08670,monoclonal,D21H3,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/fffff3a57173e3819657044c36c00286/VIM_CellDIVE_OMAP7.pdf,HBM568.WJSR.967,Rabbit,AB_10829352,9854S,12,Cell Signaling Technology,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:12692,IgG,10,,AF488,11,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
AGTR1,P30556,polyclonal,,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff5f1686ecd1229bcb29d5518680cc/AGTR1_CellDIVE_OMAP7.pdf,HBM597.LSXN.695,Rabbit,AB_2905497,LS-C407684-100,195217,LS Bio,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:336,IgG,5,,Cy3,2,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
AGTR2,P50052,polyclonal,,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff312f02d58f251b32b28556b25f37/AGTR2_CellDIVE_OMAP7.pdf,HBM858.FTNS.488,Rabbit,AB_10603401,SAB3500098,87591802,Sigma,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:338,IgG,10,,AF555,5,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
ACE2,Q9BYF1,monoclonal,EPR4435(2),Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffffa9a2ad3985c75b10cc0b4301799c/ACE2_CellDIVE_OMAP7.pdf,HBM355.MPMC.248,Rabbit,AB_2861381,ab239924,GR3341781-5,Abcam,Yes,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:13557,IgG,5,,Cy3,7,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
CD19,P15391,monoclonal,HIB19,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffdb26c4475e537f31d50bdb48bf59/CD19_CODEX_OMAP-2.pdf,HBM466.SZKQ.252,Mouse,AB_395810,555410,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:1633,IgG1 kappa,,200,Oligonucleotide,4,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000067,,OMAP-2,LIZMC@pitt.edu,,
CD69,Q07108,monoclonal,FN50,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff35ce83abc175f5dad937a66312b8/CD69_CODEX_OMAP-2.pdf,HBM528.VSNR.749,Mouse,AB_314837,310902,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1694,IgG1 kappa,,500,Oligonucleotide,15,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000096,,OMAP-2,LIZMC@pitt.edu,,
CD8A,P01732,monoclonal,SK1,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff6ebae55d9953c75fbef6e018fa48/CD8A_CODEX_OMAP-2.pdf,HBM389.RBMM.474,Mouse,AB_1877104,344702,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1706,IgG1 kappa,,200,Oligonucleotide,16,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000099,,OMAP-2,LIZMC@pitt.edu,,
CEACAM1,P13688,monoclonal,B1.1/CD66,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff0f7fcc1a921e960cbfb149a0816b/CEACAM1_CODEX_OMAP-2.pdf,HBM896.DGLP.292,Mouse,AB_394166,551354,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:1814,IgG2a kappa,,200,Oligonucleotide,8,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000077,,OMAP-2,LIZMC@pitt.edu,,
IL7R,P16871,monoclonal,A019D5,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffabf56e5960e505b6155ab161cca6/IL7R_CODEX_OMAP-2.pdf,HBM683.QDSD.656,Mouse,AB_10718513,351302,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:6024,IgG1 kappa,,100,Oligonucleotide,9,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000082,,OMAP-2,LIZMC@pitt.edu,,
MKI67,P46013,monoclonal,B56,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffbdeea5c19f7b42482eea7bfa150d/MKI67_CODEX_OMAP-2.pdf,HBM477.RGLC.265,Mouse,AB_396287,556003,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:7107,IgG1 kappa,,50,Oligonucleotide,2,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000059,,OMAP-2,LIZMC@pitt.edu,,
MUC2,Q02817,monoclonal,996/1,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff9f2216566f3828eb157dd9f87134/MUC2_CODEX_OMAP-2.pdf,HBM268.KJZF.656,Mouse,AB_791261,NB120-11197,,Novus Biologicals,No,intestine,0000-0001-9961-7673,HGNC:7512,IgG1,,200,Oligonucleotide,12,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000091,,OMAP-2,LIZMC@pitt.edu,,
