cnt,period_start_month,class_display,age_at_visit,gender,race_display,ethnicity_display
240,,ambulatory,7,male,white,not hispanic or latino
240,,ambulatory,29,male,white,not hispanic or latino
240,1/1/2022,,,female,white,
240,7/1/2021,ambulatory,,female,white,not hispanic or latino
240,5/1/2017,,,female,,
240,5/1/2016,,,female,,
239,,ambulatory,82,male,,not hispanic or latino
239,,ambulatory,82,male,white,not hispanic or latino
239,4/1/2022,ambulatory,,female,,
239,8/1/2021,ambulatory,,male,,not hispanic or latino
239,7/1/2015,,,female,white,not hispanic or latino
238,,ambulatory,75,female,white,not hispanic or latino
238,,ambulatory,11,female,white,not hispanic or latino
238,2/1/2021,,,male,white,
238,10/1/2019,,,female,,
238,8/1/2014,ambulatory,,male,,
238,5/1/2014,,,male,,
238,1/1/2014,ambulatory,,female,,
238,4/1/2013,ambulatory,,,white,
237,,ambulatory,70,female,,not hispanic or latino
237,9/1/2022,,,female,,not hispanic or latino
237,4/1/2022,,,male,,not hispanic or latino
237,6/1/2020,,,male,,not hispanic or latino
237,3/1/2019,,,female,,
237,4/1/2013,,,,white,not hispanic or latino
236,,,23,male,,
236,3/1/2022,,,male,,
236,2/1/2022,,,female,,
236,1/1/2022,,,female,,not hispanic or latino
236,9/1/2021,,,male,,
236,9/1/2019,,,female,,
236,7/1/2016,,,female,white,
235,,ambulatory,70,female,white,
235,,ambulatory,11,male,white,
235,,ambulatory,10,male,white,not hispanic or latino
235,12/1/2022,,,female,,
235,10/1/2022,ambulatory,,female,,not hispanic or latino
235,1/1/2022,ambulatory,,female,,
235,8/1/2021,ambulatory,,female,white,not hispanic or latino
235,1/1/2021,ambulatory,,male,,not hispanic or latino
235,1/1/2021,ambulatory,,female,white,
235,5/1/2020,,,male,,
235,8/1/2016,,,female,,
234,4/1/2022,ambulatory,,male,,
234,12/1/2021,ambulatory,,female,,
234,9/1/2021,,,female,white,not hispanic or latino
234,7/1/2021,ambulatory,,male,,not hispanic or latino
234,2/1/2021,,,female,white,
234,8/1/2017,,,female,,
234,10/1/2016,,,female,,
234,7/1/2016,ambulatory,,female,,not hispanic or latino
233,11/1/2022,,,female,,not hispanic or latino
233,11/1/2022,ambulatory,,female,,
233,4/1/2022,,,male,white,
233,12/1/2021,,,female,white,
233,6/1/2021,ambulatory,,male,white,
233,12/1/2020,,,female,,
233,9/1/2020,,,female,,not hispanic or latino
233,9/1/2015,ambulatory,,female,,
232,,ambulatory,90,,,not hispanic or latino
232,,ambulatory,90,,white,not hispanic or latino
232,,ambulatory,9,male,white,not hispanic or latino
232,,ambulatory,70,female,white,not hispanic or latino
232,3/1/2022,,,male,,not hispanic or latino
232,12/1/2021,,,male,,
232,12/1/2021,,,female,,not hispanic or latino
232,11/1/2021,ambulatory,,female,white,not hispanic or latino
232,10/1/2021,ambulatory,,female,white,not hispanic or latino
232,2/1/2021,ambulatory,,female,,not hispanic or latino
232,11/1/2020,,,female,,
232,5/1/2016,,,female,white,
232,9/1/2015,,,female,,not hispanic or latino
232,7/1/2015,ambulatory,,female,white,
231,,,78,female,,
231,1/1/2023,,,female,white,
231,1/1/2023,ambulatory,,female,,
231,10/1/2022,,,female,white,
231,7/1/2022,,,female,,
231,5/1/2022,,,female,,not hispanic or latino
231,5/1/2022,ambulatory,,female,,
231,10/1/2021,,,male,,not hispanic or latino
231,7/1/2021,,,male,white,
231,9/1/2020,,,female,white,
231,9/1/2020,ambulatory,,female,,
231,8/1/2020,,,male,,not hispanic or latino
231,6/1/2020,,,female,,
231,12/1/2016,,,female,,
231,12/1/2015,ambulatory,,female,,
231,12/1/2013,,,female,,
230,,,43,,black or african american,
230,4/1/2022,,,female,,not hispanic or latino
230,11/1/2021,,,male,,not hispanic or latino
230,2/1/2021,ambulatory,,male,,not hispanic or latino
230,6/1/2020,ambulatory,,male,,
230,10/1/2019,,,female,,not hispanic or latino
230,8/1/2014,,,male,white,
229,,,78,female,,not hispanic or latino
229,,,78,female,white,
229,9/1/2021,,,male,,not hispanic or latino
229,1/1/2021,,,male,white,not hispanic or latino
229,7/1/2020,,,male,,not hispanic or latino
229,5/1/2016,ambulatory,,female,,
229,6/1/2015,ambulatory,,female,,
228,,,85,male,,
228,,,85,male,white,
228,,,83,female,,
228,,,83,female,,not hispanic or latino
228,,ambulatory,86,male,,
228,,ambulatory,86,male,white,
228,4/1/2022,,,female,white,
228,10/1/2021,ambulatory,,male,,
228,1/1/2021,ambulatory,,female,,not hispanic or latino
228,10/1/2019,,,female,white,
228,3/1/2017,,,female,white,
227,,,78,female,white,not hispanic or latino
227,8/1/2022,,,female,,
227,3/1/2022,,,female,,
227,8/1/2021,,,male,white,
227,6/1/2021,ambulatory,,male,white,not hispanic or latino
227,2/1/2021,,,male,white,not hispanic or latino
227,3/1/2020,,,male,,not hispanic or latino
227,9/1/2019,ambulatory,,female,,
227,7/1/2019,,,female,,
227,6/1/2019,,,female,,
227,3/1/2018,,,female,,
226,,,43,,black or african american,not hispanic or latino
226,,,11,male,white,not hispanic or latino
226,8/1/2022,,,male,,
226,1/1/2021,,,female,white,not hispanic or latino
226,9/1/2020,,,male,,
226,8/1/2020,,,female,,
226,3/1/2020,,,female,,
226,3/1/2019,,,male,,
226,8/1/2017,ambulatory,,female,,
226,5/1/2017,,,female,white,
226,10/1/2016,,,female,white,
226,8/1/2016,,,female,,not hispanic or latino
226,7/1/2016,ambulatory,,female,white,
226,6/1/2016,,,female,,
226,5/1/2016,,,female,,not hispanic or latino
226,4/1/2016,,,female,,
226,3/1/2016,,,female,,
226,12/1/2015,,,female,,not hispanic or latino
226,10/1/2015,,,female,,not hispanic or latino
225,,ambulatory,43,,black or african american,
225,12/1/2022,ambulatory,,female,,
225,10/1/2019,ambulatory,,female,,
225,8/1/2017,,,male,,
225,5/1/2017,ambulatory,,female,,
225,10/1/2015,ambulatory,,female,,
225,6/1/2015,,,female,,not hispanic or latino
224,12/1/2021,,,male,,not hispanic or latino
224,9/1/2021,ambulatory,,female,white,not hispanic or latino
224,7/1/2021,,,male,white,not hispanic or latino
224,7/1/2017,,,female,,
224,6/1/2017,,,female,,
224,3/1/2017,ambulatory,,female,,
224,7/1/2016,,,female,white,not hispanic or latino
224,12/1/2015,,,female,white,
223,,ambulatory,43,,black or african american,not hispanic or latino
223,3/1/2023,,,female,,
223,11/1/2022,ambulatory,,female,,not hispanic or latino
223,5/1/2022,ambulatory,,female,,not hispanic or latino
223,9/1/2021,ambulatory,,male,,
223,12/1/2020,,,male,,
223,3/1/2020,ambulatory,,male,,
223,9/1/2019,,,female,white,
223,3/1/2019,,,female,,not hispanic or latino
223,1/1/2019,,,male,,
223,6/1/2018,,,male,,
223,8/1/2017,,,female,white,
223,3/1/2017,,,female,,not hispanic or latino
223,9/1/2015,,,female,white,
223,12/1/2014,,,male,,
222,2/1/2022,ambulatory,,female,,
222,11/1/2021,ambulatory,,male,,
222,12/1/2020,ambulatory,,female,,
222,8/1/2020,,,male,white,
222,8/1/2020,ambulatory,,male,,
222,6/1/2020,,,male,white,
222,4/1/2019,,,female,,
222,9/1/2018,,,male,,
222,9/1/2015,ambulatory,,female,,not hispanic or latino
221,,,24,male,,
221,,ambulatory,23,male,,
221,9/1/2022,ambulatory,,female,,not hispanic or latino
221,6/1/2022,,,female,,
221,4/1/2022,ambulatory,,female,,not hispanic or latino
221,1/1/2022,ambulatory,,female,,not hispanic or latino
221,2/1/2021,ambulatory,,female,white,
221,7/1/2020,,,female,,
221,3/1/2020,,,male,white,
221,8/1/2017,,,female,,not hispanic or latino
221,3/1/2017,,,male,,
221,5/1/2016,ambulatory,,female,white,
221,11/1/2015,,,female,,
221,7/1/2015,ambulatory,,female,white,not hispanic or latino
221,8/1/2014,,,male,,not hispanic or latino
221,5/1/2014,ambulatory,,male,,
220,,,83,female,white,
220,,,83,female,white,not hispanic or latino
220,10/1/2022,,,female,white,not hispanic or latino
220,9/1/2022,,,female,white,
220,7/1/2022,,,female,,not hispanic or latino
220,5/1/2022,,,male,,
220,4/1/2022,,,male,white,not hispanic or latino
220,4/1/2022,ambulatory,,male,,not hispanic or latino
220,1/1/2022,,,female,white,not hispanic or latino
220,1/1/2022,ambulatory,,female,white,
220,6/1/2020,ambulatory,,male,,not hispanic or latino
220,5/1/2020,,,male,white,
220,10/1/2019,,,female,white,not hispanic or latino
220,3/1/2019,,,female,white,
220,4/1/2017,,,female,,
220,10/1/2016,,,female,,not hispanic or latino
220,8/1/2016,,,female,white,
220,10/1/2015,,,female,white,
220,9/1/2014,,,male,,
220,4/1/2013,ambulatory,,,white,not hispanic or latino
219,12/1/2022,,,female,,not hispanic or latino
219,10/1/2022,ambulatory,,female,white,
219,7/1/2022,ambulatory,,female,,
219,3/1/2022,ambulatory,,male,,
219,7/1/2020,ambulatory,,male,,
219,9/1/2019,,,female,,not hispanic or latino
219,10/1/2017,,,male,,
219,7/1/2017,,,male,,
219,5/1/2017,,,female,,not hispanic or latino
219,9/1/2016,,,female,,
219,8/1/2016,ambulatory,,female,,
219,12/1/2014,,,female,,
219,6/1/2014,,,female,,
219,1/1/2014,,,female,white,
218,7/1/2022,,,male,,
218,5/1/2022,,,female,white,
218,4/1/2022,ambulatory,,male,white,
218,10/1/2021,,,male,white,
218,2/1/2021,,,female,white,not hispanic or latino
218,1/1/2021,ambulatory,,male,white,
218,5/1/2020,,,male,,not hispanic or latino
218,10/1/2019,ambulatory,,female,,not hispanic or latino
218,7/1/2019,,,female,,not hispanic or latino
218,6/1/2016,,,female,,not hispanic or latino
218,5/1/2016,,,female,white,not hispanic or latino
218,3/1/2015,,,male,,
218,8/1/2014,ambulatory,,male,white,
217,1/1/2023,,,female,white,not hispanic or latino
217,1/1/2023,ambulatory,,female,,not hispanic or latino
217,11/1/2022,,,female,white,
217,8/1/2022,,,female,,not hispanic or latino
217,4/1/2022,ambulatory,,female,white,
217,12/1/2021,ambulatory,,female,white,
217,7/1/2021,ambulatory,,male,white,
217,7/1/2020,,,male,white,
217,7/1/2017,,,female,,not hispanic or latino
217,2/1/2015,,,male,,
217,10/1/2014,,,male,,
217,12/1/2013,ambulatory,,female,,
216,3/1/2022,,,male,white,
216,12/1/2021,,,female,white,not hispanic or latino
216,12/1/2021,ambulatory,,female,,not hispanic or latino
216,11/1/2021,,,male,white,
216,9/1/2021,ambulatory,,male,,not hispanic or latino
216,8/1/2021,,,male,white,not hispanic or latino
216,10/1/2020,,,female,,
216,11/1/2019,,,female,,
216,10/1/2019,ambulatory,,female,white,
216,3/1/2019,ambulatory,,female,,
216,10/1/2018,,,male,,
216,5/1/2016,ambulatory,,female,,not hispanic or latino
216,3/1/2016,,,female,,not hispanic or latino
216,2/1/2016,,,female,,
216,1/1/2016,,,female,,
216,7/1/2012,,,,,
215,,,27,male,,not hispanic or latino
215,,ambulatory,27,male,,
215,2/1/2023,,,female,,
215,8/1/2022,,,male,,not hispanic or latino
215,3/1/2022,ambulatory,,male,,not hispanic or latino
215,12/1/2020,,,female,white,
215,11/1/2020,ambulatory,,female,,
215,6/1/2020,ambulatory,,female,,
215,9/1/2019,ambulatory,,female,white,
215,4/1/2019,,,female,,not hispanic or latino
215,8/1/2017,ambulatory,,female,,not hispanic or latino
215,8/1/2017,ambulatory,,female,white,
215,10/1/2016,ambulatory,,female,,
215,5/1/2015,,,male,,
214,,,23,male,white,
214,7/1/2022,,,male,,not hispanic or latino
214,6/1/2022,ambulatory,,female,,
214,2/1/2022,,,female,white,
214,1/1/2022,,,male,,
214,8/1/2021,ambulatory,,male,white,
214,8/1/2020,ambulatory,,female,,
214,6/1/2020,,,female,,not hispanic or latino
214,3/1/2020,ambulatory,,female,,
214,10/1/2019,,,male,,
214,12/1/2016,ambulatory,,female,,
214,9/1/2016,ambulatory,,female,,
214,7/1/2016,ambulatory,,female,white,not hispanic or latino
214,3/1/2016,ambulatory,,female,,
214,5/1/2015,,,female,,
214,3/1/2015,,,female,,
213,,ambulatory,11,male,white,not hispanic or latino
213,8/1/2022,ambulatory,,female,,
213,8/1/2020,,,female,,not hispanic or latino
213,1/1/2020,,,male,,
213,11/1/2019,,,male,,
213,9/1/2019,ambulatory,,female,,not hispanic or latino
213,7/1/2019,,,female,white,
213,11/1/2016,,,female,,
213,3/1/2016,,,female,white,
213,10/1/2015,ambulatory,,female,,not hispanic or latino
213,9/1/2015,ambulatory,,female,white,
213,6/1/2015,ambulatory,,female,,not hispanic or latino
213,4/1/2015,,,female,,
213,6/1/2012,,,,,
212,,,91,,,not hispanic or latino
212,,,91,,white,not hispanic or latino
212,,,27,male,white,
212,,,21,male,,
212,6/1/2022,,,female,,not hispanic or latino
212,3/1/2022,,,male,white,not hispanic or latino
212,3/1/2022,,,female,white,
212,2/1/2022,,,male,,
212,10/1/2021,ambulatory,,male,,not hispanic or latino
212,6/1/2020,,,male,white,not hispanic or latino
212,4/1/2020,,,female,,
212,12/1/2019,,,male,,
212,7/1/2017,ambulatory,,female,,
212,5/1/2017,ambulatory,,female,white,
212,12/1/2016,,,female,,not hispanic or latino
212,10/1/2016,,,female,white,not hispanic or latino
212,9/1/2016,,,female,,not hispanic or latino
212,8/1/2016,,,female,white,not hispanic or latino
212,12/1/2015,ambulatory,,female,,not hispanic or latino
212,9/1/2015,,,female,white,not hispanic or latino
212,6/1/2015,,,female,white,
212,12/1/2014,ambulatory,,female,,
212,11/1/2014,,,female,,
211,,,83,male,,not hispanic or latino
211,,,83,male,white,not hispanic or latino
211,,,23,male,,not hispanic or latino
211,3/1/2023,,,male,,
211,3/1/2022,ambulatory,,female,,
211,11/1/2021,ambulatory,,male,,not hispanic or latino
211,12/1/2020,,,male,,not hispanic or latino
211,11/1/2020,,,male,,
211,10/1/2020,,,male,,
211,8/1/2020,,,male,white,not hispanic or latino
211,6/1/2020,ambulatory,,male,white,
211,5/1/2020,ambulatory,,male,,
211,7/1/2019,ambulatory,,female,,
211,6/1/2019,,,female,,not hispanic or latino
211,3/1/2019,,,male,,not hispanic or latino
211,3/1/2019,ambulatory,,male,,
211,6/1/2018,,,male,,not hispanic or latino
211,3/1/2018,,,female,,not hispanic or latino
211,8/1/2017,,,female,white,not hispanic or latino
211,6/1/2017,,,female,,not hispanic or latino
211,3/1/2017,ambulatory,,female,white,
211,12/1/2016,,,female,white,
211,8/1/2016,ambulatory,,female,,not hispanic or latino
211,4/1/2016,,,female,,not hispanic or latino
211,12/1/2015,ambulatory,,female,white,
211,8/1/2014,ambulatory,,male,,not hispanic or latino
211,1/1/2014,ambulatory,,female,white,
210,2/1/2023,,,male,,
210,12/1/2022,ambulatory,,female,,not hispanic or latino
210,5/1/2022,,,male,,not hispanic or latino
210,5/1/2022,ambulatory,,female,white,
210,7/1/2021,ambulatory,,male,white,not hispanic or latino
210,8/1/2020,ambulatory,,male,,not hispanic or latino
210,7/1/2020,ambulatory,,female,,
210,6/1/2020,,,female,white,
210,8/1/2019,,,female,,
210,6/1/2019,,,female,white,
210,4/1/2019,,,male,,
210,3/1/2018,ambulatory,,female,,
210,6/1/2017,ambulatory,,female,,
210,3/1/2017,,,female,white,not hispanic or latino
210,9/1/2016,,,female,white,
210,6/1/2016,ambulatory,,female,,
210,3/1/2016,,,male,,
210,11/1/2014,,,male,,
210,5/1/2014,,,male,white,
210,5/1/2012,,,,,
209,3/1/2023,ambulatory,,female,,
209,10/1/2022,ambulatory,,female,white,not hispanic or latino
209,7/1/2022,ambulatory,,female,,not hispanic or latino
209,5/1/2022,,,female,white,not hispanic or latino
209,4/1/2022,,,female,white,not hispanic or latino
209,3/1/2022,,,female,,not hispanic or latino
209,2/1/2022,,,female,,not hispanic or latino
209,12/1/2020,,,female,,not hispanic or latino
209,9/1/2020,,,male,,not hispanic or latino
209,10/1/2019,ambulatory,,female,white,not hispanic or latino
209,5/1/2019,,,female,,
209,3/1/2018,,,male,,
209,8/1/2017,,,male,,not hispanic or latino
209,1/1/2017,,,female,,
209,6/1/2016,,,female,white,
209,2/1/2016,ambulatory,,female,,
209,11/1/2015,ambulatory,,female,,
209,2/1/2015,,,male,,not hispanic or latino
209,1/1/2015,,,female,,
208,,,33,,,hispanic or latino
208,3/1/2023,,,female,,not hispanic or latino
208,6/1/2022,,,male,,
208,1/1/2022,,,male,,not hispanic or latino
208,9/1/2021,,,male,white,
208,2/1/2021,ambulatory,,male,white,
208,2/1/2021,ambulatory,,female,white,not hispanic or latino
208,11/1/2020,,,female,white,
208,9/1/2020,ambulatory,,female,,not hispanic or latino
208,3/1/2020,ambulatory,,male,,not hispanic or latino
208,1/1/2020,,,female,,
208,4/1/2019,,,female,white,
208,1/1/2019,ambulatory,,male,,
208,4/1/2017,,,female,white,
208,3/1/2017,ambulatory,,female,,not hispanic or latino
208,10/1/2016,ambulatory,,female,white,
208,5/1/2016,ambulatory,,female,white,not hispanic or latino
208,4/1/2016,,,female,white,
208,10/1/2015,ambulatory,,female,white,
208,6/1/2014,ambulatory,,female,,
208,1/1/2014,,,female,,not hispanic or latino
207,,,75,,,hispanic or latino
207,,ambulatory,91,,,not hispanic or latino
207,,ambulatory,91,,white,not hispanic or latino
207,,ambulatory,78,female,,
207,11/1/2022,,,female,white,not hispanic or latino
207,12/1/2021,ambulatory,,male,,
207,11/1/2021,,,male,white,not hispanic or latino
207,1/1/2021,ambulatory,,female,white,not hispanic or latino
207,9/1/2020,,,female,white,not hispanic or latino
207,7/1/2020,ambulatory,,male,,not hispanic or latino
207,3/1/2020,,,female,white,
207,4/1/2019,ambulatory,,female,,
207,9/1/2017,,,female,,
207,6/1/2017,,,female,white,
207,9/1/2016,ambulatory,,female,,not hispanic or latino
207,12/1/2015,,,female,white,not hispanic or latino
207,10/1/2014,ambulatory,,male,,
206,,,85,female,,
206,,,85,female,,not hispanic or latino
206,,,85,female,white,
206,,,85,female,white,not hispanic or latino
206,,,32,,,hispanic or latino
206,2/1/2023,,,female,,not hispanic or latino
